,PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
37330,10007805,10007805,KIS0000244,1,55.0,55.0,105.0,52.0,93.0,3.0,0.0,3.0,5.0,5.0,85.0
37331,10007805,10007805,KIS0000244,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37332,10007805,10007805,KIS0000245,1,25.0,25.0,45.0,50.0,90.0,0.0,0.0,5.0,0.0,5.0,85.0
37333,10007805,10007805,KIS0000245,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37334,10007805,10007805,KIS0000246,1,15.0,15.0,25.0,60.0,90.0,5.0,0.0,0.0,15.0,10.0,70.0
37335,10007805,10007805,KIS0000246,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37336,10007805,10007805,KIS0000247,1,15.0,15.0,25.0,60.0,90.0,5.0,0.0,0.0,15.0,10.0,70.0
37337,10007805,10007805,KIS0000247,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37338,10007805,10007805,KIS0000251,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37339,10007805,10007805,KIS0000251,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37340,10007805,10007805,KIS0000253,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37341,10007805,10007805,KIS0000253,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37342,10007805,10007805,KIS0000254,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37343,10007805,10007805,KIS0000254,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37344,10007805,10007805,KIS0000255,1,55.0,55.0,105.0,53.0,91.0,17.0,2.0,6.0,9.0,1.0,65.0
37345,10007805,10007805,KIS0000255,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37347,10007805,10007805,KIS0000257,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37348,10007805,10007805,KIS0000257,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37349,10007805,10007805,KIS0000258,1,25.0,25.0,45.0,50.0,90.0,0.0,0.0,5.0,0.0,5.0,85.0
37350,10007805,10007805,KIS0000258,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37351,10007805,10007805,KIS0000261,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37352,10007805,10007805,KIS0000261,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37356,10007805,10007805,KIS0000397,1,65.0,65.0,85.0,76.0,92.0,12.0,2.0,2.0,7.0,3.0,73.0
37357,10007805,10007805,KIS0000397,1,55.0,55.0,95.0,59.0,96.0,4.0,2.0,2.0,8.0,0.0,85.0
37358,10007805,10007805,KIS0000853,1,55.0,55.0,105.0,53.0,91.0,17.0,2.0,6.0,9.0,1.0,65.0
37359,10007805,10007805,KIS0000853,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37360,10007805,10007805,KIS0000964,1,40.0,40.0,70.0,60.0,90.0,5.0,0.0,5.0,15.0,0.0,65.0
37361,10007805,10007805,KIS0000964,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37362,10007805,10007805,KIS0000981,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37363,10007805,10007805,KIS0000981,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37364,10007805,10007805,KIS0001053,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37365,10007805,10007805,KIS0001053,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37366,10007805,10007805,KIS0001053,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37367,10007805,10007805,KIS0001080,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37368,10007805,10007805,KIS0001080,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37369,10007805,10007805,KIS0001082,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37370,10007805,10007805,KIS0001082,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37371,10007805,10007805,KIS0001091,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37372,10007805,10007805,KIS0001091,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37373,10007805,10007805,KIS0001093,1,35.0,35.0,55.0,60.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
37374,10007805,10007805,KIS0001093,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37375,10007805,10007805,KIS0001094,1,25.0,25.0,45.0,50.0,90.0,0.0,0.0,5.0,0.0,5.0,85.0
37376,10007805,10007805,KIS0001094,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37378,10007805,10007805,KIS0002845,1,35.0,35.0,55.0,60.0,90.0,10.0,5.0,5.0,10.0,5.0,65.0
37380,10007805,10007805,KIS0003005,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37381,10007805,10007805,KIS0003005,1,225.0,225.0,400.0,56.0,93.0,2.0,0.0,2.0,11.0,4.0,80.0
37383,10007805,10007805,KIS0003474,1,225.0,225.0,400.0,56.0,93.0,2.0,0.0,2.0,11.0,4.0,80.0
37385,10007805,10007805,KIS0003801,1,50.0,50.0,70.0,75.0,90.0,0.0,0.0,0.0,5.0,5.0,90.0
37386,10007805,10007805,KIS0003820,1,55.0,55.0,105.0,53.0,91.0,17.0,2.0,6.0,9.0,1.0,65.0
37387,10007805,10007805,KIS0003820,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37388,10007805,10007805,KIS0003934,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37389,10007805,10007805,KIS0003934,1,35.0,35.0,55.0,60.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
37390,10007805,10007805,KIS0003936,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37391,10007805,10007805,KIS0003936,1,40.0,40.0,70.0,60.0,90.0,5.0,0.0,5.0,15.0,0.0,65.0
37392,10007805,10007805,KIS0003956,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37393,10007805,10007805,KIS0003956,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37394,10007805,10007805,KIS0003989,1,35.0,35.0,60.0,65.0,85.0,10.0,5.0,5.0,20.0,5.0,55.0
37395,10007805,10007805,KIS0003989,1,15.0,15.0,20.0,65.0,90.0,5.0,0.0,0.0,20.0,5.0,65.0
37396,10007805,10007805,KIS0003989,1,225.0,225.0,400.0,56.0,93.0,2.0,0.0,2.0,11.0,4.0,80.0
37397,10007805,10007805,KIS0003995,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37398,10007805,10007805,KIS0003995,1,25.0,25.0,45.0,50.0,90.0,0.0,0.0,5.0,0.0,5.0,85.0
37399,10007805,10007805,KIS0004047,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37400,10007805,10007805,KIS0004047,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37401,10007805,10007805,KIS0004047,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37402,10007805,10007805,KIS0004059,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37403,10007805,10007805,KIS0004059,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37404,10007805,10007805,KIS0004063,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37405,10007805,10007805,KIS0004063,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37406,10007805,10007805,KIS0004092,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37407,10007805,10007805,KIS0004092,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37408,10007805,10007805,KIS0004102,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37409,10007805,10007805,KIS0004102,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37410,10007805,10007805,KIS0004164,1,20.0,20.0,35.0,60.0,75.0,30.0,10.0,5.0,10.0,10.0,35.0
37411,10007805,10007805,KIS0004288,1,15.0,15.0,20.0,65.0,90.0,5.0,0.0,0.0,20.0,5.0,65.0
37412,10007805,10007805,KIS0004288,1,55.0,55.0,95.0,59.0,96.0,4.0,2.0,2.0,8.0,0.0,85.0
37413,10007805,10007805,KIS0004312,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37415,10007805,10007805,KIS0004529,1,40.0,40.0,65.0,55.0,90.0,25.0,5.0,5.0,10.0,5.0,55.0
37416,10007805,10007805,KIS0004529,1,30.0,30.0,55.0,55.0,95.0,25.0,0.0,0.0,5.0,5.0,65.0
37417,10007805,10007805,KIS0004536,1,15.0,15.0,25.0,60.0,90.0,15.0,5.0,0.0,0.0,5.0,75.0
37418,10007805,10007805,KIS0004536,1,55.0,55.0,105.0,53.0,91.0,17.0,2.0,6.0,9.0,1.0,65.0
37419,10007805,10007805,KIS0004600,1,50.0,50.0,65.0,80.0,85.0,15.0,10.0,5.0,20.0,5.0,55.0
37423,10007805,10007805,KIS0006023,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
37424,10007805,10007805,KIS0006089,1,55.0,55.0,105.0,53.0,91.0,17.0,2.0,6.0,9.0,1.0,65.0
37425,10007805,10007805,KIS0006089,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37426,10007805,10007805,KIS0006090,1,35.0,35.0,55.0,60.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
37427,10007805,10007805,KIS0006090,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37428,10007805,10007805,KIS0006091,1,40.0,40.0,70.0,60.0,90.0,5.0,0.0,5.0,15.0,0.0,65.0
37429,10007805,10007805,KIS0006091,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37430,10007805,10007805,KIS0006093,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37431,10007805,10007805,KIS0006093,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37432,10007805,10007805,KIS0006094,1,25.0,25.0,45.0,50.0,90.0,0.0,0.0,5.0,0.0,5.0,85.0
37433,10007805,10007805,KIS0006094,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37434,10007805,10007805,KIS0006095,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37435,10007805,10007805,KIS0006095,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37436,10007805,10007805,KIS0006106,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37437,10007805,10007805,KIS0006106,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37439,10007805,10007805,KIS0006112,1,55.0,55.0,105.0,53.0,91.0,17.0,2.0,6.0,9.0,1.0,65.0
37440,10007805,10007805,KIS0006112,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37441,10007805,10007805,KIS0006112,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37442,10007805,10007805,KIS0006113,1,40.0,40.0,70.0,60.0,90.0,5.0,0.0,5.0,15.0,0.0,65.0
37443,10007805,10007805,KIS0006113,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37444,10007805,10007805,KIS0006113,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37445,10007805,10007805,KIS0006115,1,140.0,140.0,235.0,59.0,93.0,6.0,0.0,4.0,12.0,4.0,75.0
37446,10007805,10007805,KIS0006115,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37447,10007805,10007805,KIS0006116,1,25.0,25.0,45.0,50.0,90.0,0.0,0.0,5.0,0.0,5.0,85.0
37448,10007805,10007805,KIS0006116,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37449,10007805,10007805,KIS0006117,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37450,10007805,10007805,KIS0006117,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37451,10007805,10007805,KIS0006117,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37452,10007805,10007805,KIS0006118,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37453,10007805,10007805,KIS0006118,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37454,10007805,10007805,KIS0006118,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37455,10007805,10007805,KIS0006119,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37456,10007805,10007805,KIS0006119,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37457,10007805,10007805,KIS0006119,1,25.0,25.0,30.0,75.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
37458,10007805,10007805,KIS0006120,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37459,10007805,10007805,KIS0006120,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37460,10007805,10007805,KIS0006120,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37461,10007805,10007805,KIS0006123,1,10.0,10.0,15.0,70.0,95.0,10.0,0.0,5.0,5.0,0.0,85.0
37462,10007805,10007805,KIS0006123,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37463,10007805,10007805,KIS0006123,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37464,10007805,10007805,KIS0006126,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37465,10007805,10007805,KIS0006126,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37466,10007805,10007805,KIS0006126,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37467,10007805,10007805,KIS0006133,1,15.0,15.0,15.0,80.0,90.0,10.0,5.0,0.0,10.0,5.0,70.0
37468,10007805,10007805,KIS0006133,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37469,10007805,10007805,KIS0006155,1,40.0,40.0,80.0,50.0,90.0,10.0,0.0,5.0,25.0,5.0,50.0
37470,10007805,10007805,KIS0006155,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37471,10007805,10007805,KIS0006166,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37472,10007805,10007805,KIS0006166,1,15.0,15.0,25.0,70.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
37473,10007805,10007805,KIS0006167,1,20.0,20.0,35.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
37474,10007805,10007805,KIS0006167,1,25.0,25.0,35.0,65.0,85.0,10.0,0.0,0.0,20.0,10.0,60.0
37476,10007805,10007805,KIS0006312,2,10.0,10.0,15.0,70.0,75.0,0.0,5.0,0.0,10.0,20.0,65.0
37477,10007805,10007805,KIS0006332,1,50.0,50.0,70.0,75.0,90.0,0.0,0.0,0.0,5.0,5.0,90.0
37478,10007805,10007805,KIS0006332,1,35.0,35.0,55.0,60.0,90.0,10.0,5.0,5.0,10.0,5.0,65.0
37479,10007805,10007805,KIS0006459,1,50.0,50.0,70.0,75.0,90.0,0.0,0.0,0.0,5.0,5.0,90.0
37480,10007805,10007805,KIS0006459,1,35.0,35.0,55.0,60.0,90.0,10.0,5.0,5.0,10.0,5.0,65.0
37481,10007805,10007805,KIS0006466,1,60.0,60.0,85.0,72.0,94.0,6.0,0.0,3.0,9.0,3.0,79.0
37482,10007805,10007805,KIS0006468,1,60.0,60.0,85.0,72.0,94.0,6.0,0.0,3.0,9.0,3.0,79.0
37483,10007805,10007805,KIS0006835,1,60.0,60.0,95.0,63.0,83.0,23.0,3.0,6.0,7.0,8.0,54.0
37484,10007805,10007805,KIS0006835,1,10.0,10.0,15.0,70.0,95.0,20.0,0.0,0.0,5.0,5.0,70.0
37486,10007806,10007806,47029,1,25.0,25.0,45.0,50.0,80.0,20.0,5.0,15.0,15.0,5.0,45.0
37487,10007806,10007806,47029,1,10.0,10.0,20.0,55.0,80.0,10.0,0.0,10.0,20.0,10.0,50.0
37488,10007806,10007806,47032,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37489,10007806,10007806,47032,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37490,10007806,10007806,47033,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37491,10007806,10007806,47033,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37492,10007806,10007806,47034,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37493,10007806,10007806,47034,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37494,10007806,10007806,47035,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37495,10007806,10007806,47035,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37496,10007806,10007806,47036,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37497,10007806,10007806,47037,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37498,10007806,10007806,47406,1,20.0,20.0,35.0,60.0,85.0,20.0,5.0,0.0,10.0,10.0,55.0
37499,10007806,10007806,47407,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37500,10007806,10007806,47408,1,135.0,135.0,265.0,51.0,86.0,11.0,4.0,6.0,19.0,4.0,57.0
37501,10007806,10007806,47408,1,10.0,10.0,20.0,55.0,100.0,0.0,0.0,0.0,30.0,0.0,70.0
37502,10007806,10007806,47409,1,85.0,85.0,165.0,51.0,90.0,11.0,4.0,5.0,17.0,1.0,62.0
37503,10007806,10007806,47410,1,85.0,85.0,165.0,51.0,90.0,11.0,4.0,5.0,17.0,1.0,62.0
37506,10007806,10007806,47613,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37507,10007806,10007806,47614,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37508,10007806,10007806,47615,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37509,10007806,10007806,47615,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37510,10007806,10007806,47616,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37511,10007806,10007806,47616,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37512,10007806,10007806,47617,1,45.0,45.0,85.0,55.0,90.0,10.0,0.0,5.0,25.0,5.0,60.0
37513,10007806,10007806,47617,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37514,10007806,10007806,47618,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37515,10007806,10007806,47618,1,60.0,60.0,95.0,61.0,91.0,8.0,3.0,3.0,4.0,3.0,78.0
37517,10007806,10007806,47620,1,110.0,110.0,195.0,57.0,88.0,7.0,2.0,6.0,16.0,5.0,65.0
37518,10007806,10007806,47620,1,20.0,20.0,35.0,55.0,90.0,5.0,0.0,5.0,5.0,0.0,80.0
37519,10007806,10007806,47620,1,60.0,60.0,95.0,61.0,91.0,8.0,3.0,3.0,4.0,3.0,78.0
37520,10007806,10007806,47621,1,110.0,110.0,195.0,57.0,88.0,7.0,2.0,6.0,16.0,5.0,65.0
37521,10007806,10007806,47621,1,20.0,20.0,35.0,55.0,90.0,5.0,0.0,5.0,5.0,0.0,80.0
37522,10007806,10007806,47621,1,60.0,60.0,95.0,61.0,91.0,8.0,3.0,3.0,4.0,3.0,78.0
37523,10007806,10007806,47622,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37524,10007806,10007806,47623,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37525,10007806,10007806,47623,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37526,10007806,10007806,47624,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37527,10007806,10007806,47624,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37528,10007806,10007806,47625,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37533,10007806,10007806,47630,1,55.0,55.0,90.0,59.0,90.0,6.0,2.0,6.0,3.0,3.0,81.0
37537,10007806,10007806,47635,1,55.0,55.0,90.0,59.0,90.0,6.0,2.0,6.0,3.0,3.0,81.0
37538,10007806,10007806,47635,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37539,10007806,10007806,47636,1,55.0,55.0,90.0,59.0,90.0,6.0,2.0,6.0,3.0,3.0,81.0
37540,10007806,10007806,47636,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37542,10007806,10007806,47639,1,55.0,55.0,95.0,59.0,84.0,9.0,7.0,4.0,11.0,5.0,64.0
37544,10007806,10007806,47809,1,45.0,45.0,65.0,65.0,90.0,10.0,10.0,0.0,5.0,0.0,75.0
37546,10007806,10007806,47811,1,45.0,45.0,65.0,65.0,90.0,10.0,10.0,0.0,5.0,0.0,75.0
37547,10007806,10007806,47812,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37548,10007806,10007806,47812,1,45.0,45.0,65.0,65.0,90.0,10.0,10.0,0.0,5.0,0.0,75.0
37549,10007806,10007806,47813,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37550,10007806,10007806,47813,1,45.0,45.0,65.0,65.0,90.0,10.0,10.0,0.0,5.0,0.0,75.0
37552,10007806,10007806,47815,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37553,10007806,10007806,47815,1,45.0,45.0,65.0,65.0,90.0,10.0,10.0,0.0,5.0,0.0,75.0
37554,10007806,10007806,47817,1,55.0,55.0,85.0,63.0,89.0,9.0,9.0,0.0,5.0,2.0,75.0
37555,10007806,10007806,47817,1,45.0,45.0,65.0,65.0,90.0,10.0,10.0,0.0,5.0,0.0,75.0
37558,10007806,10007806,47820,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37559,10007806,10007806,47821,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37560,10007806,10007806,47822,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37561,10007806,10007806,47823,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37562,10007806,10007806,47824,1,40.0,40.0,65.0,65.0,85.0,0.0,5.0,5.0,5.0,0.0,75.0
37563,10007806,10007806,47824,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37564,10007806,10007806,47825,1,40.0,40.0,65.0,65.0,85.0,0.0,5.0,5.0,5.0,0.0,75.0
37565,10007806,10007806,47825,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37566,10007806,10007806,47826,1,40.0,40.0,65.0,65.0,85.0,0.0,5.0,5.0,5.0,0.0,75.0
37567,10007806,10007806,47826,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37568,10007806,10007806,47827,1,40.0,40.0,65.0,65.0,85.0,0.0,5.0,5.0,5.0,0.0,75.0
37569,10007806,10007806,47827,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37570,10007806,10007806,47830,1,40.0,40.0,65.0,65.0,85.0,0.0,5.0,5.0,5.0,0.0,75.0
37571,10007806,10007806,47831,1,40.0,40.0,65.0,65.0,85.0,0.0,5.0,5.0,5.0,0.0,75.0
37572,10007806,10007806,47832,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37574,10007806,10007806,47835,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37575,10007806,10007806,47836,1,10.0,10.0,10.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37577,10007806,10007806,47838,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37578,10007806,10007806,47840,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37579,10007806,10007806,47841,1,20.0,20.0,25.0,80.0,95.0,10.0,0.0,0.0,10.0,5.0,75.0
37583,10007806,10007806,47873,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37584,10007806,10007806,47873,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37585,10007806,10007806,47874,1,30.0,30.0,60.0,55.0,85.0,20.0,5.0,5.0,15.0,5.0,50.0
37586,10007806,10007806,47875,1,30.0,30.0,60.0,55.0,85.0,20.0,5.0,5.0,15.0,5.0,50.0
